row_index,sample_id,mask_id,mask_path,n_frames,empty_frames,area_median,perimeter_median,ap_median,sqrt_area_median,ap_mean,sqrt_area_mean
1819,youtubevos_001819_8ee2368f40,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001819_001820/candidates/youtubevos_001819_8ee2368f40/mask_001/mask,16,0,43284.0,883.8549009561539,48.97183910297424,117.37855474310116,48.97183910297424,117.37855474310116
1820,youtubevos_001820_8ef595ce82,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001820_001821/candidates/youtubevos_001820_8ef595ce82/mask_002/mask,16,0,38808.0,827.6782739162445,46.89865763460649,111.14391524922345,46.87357234310002,111.1393456723901
1821,youtubevos_001821_8f0a653ad7,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001821_001822/candidates/youtubevos_001821_8f0a653ad7/mask_001/mask,16,0,43165.0,897.3523737192154,48.102619733534546,117.21709020924946,48.102619733534546,117.21709020924946
1822,youtubevos_001822_8f1204a732,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001822_001823/candidates/youtubevos_001822_8f1204a732/mask_001/mask,16,0,48100.0,966.8082166910172,49.75133554887061,123.73643572303322,49.75133554887061,123.73643572303322
1823,youtubevos_001823_8f1600f7f6,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001823_001824/candidates/youtubevos_001823_8f1600f7f6/mask_003/mask,16,0,37480.0,825.560525894165,45.42226865461265,109.22570206059419,45.41844283828358,109.25134973588347
1824,youtubevos_001824_8f16366707,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001824_001825/candidates/youtubevos_001824_8f16366707/mask_002/mask,16,0,45121.0,870.3214579224586,51.87488026907907,119.84348282029698,51.870305007948474,119.86812743114413
1825,youtubevos_001825_8f1ce0a411,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001825_001826/candidates/youtubevos_001825_8f1ce0a411/mask_003/mask,16,0,44454.0,888.357426404953,50.0269885789436,118.9543930082884,50.039321681655885,118.96298481356175
1826,youtubevos_001826_8f2e05e814,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001826_001827/candidates/youtubevos_001826_8f2e05e814/mask_001/mask,16,0,42247.0,958.4133366346359,44.080146201163835,115.96395026734216,44.080146201163835,115.96395026734216
1827,youtubevos_001827_8f320d0e09,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001827_001828/candidates/youtubevos_001827_8f320d0e09/mask_001/mask,16,0,41171.0,872.8670939207077,47.16754736974885,114.47766735950225,47.16754736974885,114.47766735950225
1828,youtubevos_001828_8f3b4a84ad,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001828_001829/candidates/youtubevos_001828_8f3b4a84ad/mask_002/mask,16,0,46989.5,992.9747380018234,47.31007932897882,122.2997225353408,47.30350607747643,122.30361024975825
1829,youtubevos_001829_8f3fdad3da,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001829_001830/candidates/youtubevos_001829_8f3fdad3da/mask_001/mask,16,0,36912.0,935.6437861919403,39.450911281345036,108.39490079711352,39.450911281345036,108.39490079711352
1830,youtubevos_001830_8f5d3622d8,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001830_001831/candidates/youtubevos_001830_8f5d3622d8/mask_001/mask,16,0,44715.0,968.9919884204865,46.145892364794534,119.3030869705734,46.145892364794534,119.3030869705734
1831,youtubevos_001831_8f62a2c633,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001831_001832/candidates/youtubevos_001831_8f62a2c633/mask_002/mask,16,0,44130.0,917.4751766324043,48.15955725608922,118.5200966652911,48.117996064237715,118.52643473917222
1832,youtubevos_001832_8f81c9405a,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001832_001833/candidates/youtubevos_001832_8f81c9405a/mask_003/mask,16,0,48940.0,980.0214208364487,49.94597795999617,124.81220222129978,49.94530835652166,124.81586143092069
1833,youtubevos_001833_8f8c974d53,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001833_001834/candidates/youtubevos_001833_8f8c974d53/mask_002/mask,16,0,39018.0,844.8670922517776,46.175701883858025,111.44422434168199,46.14345096759514,111.43153583891988
1834,youtubevos_001834_8f918598b6,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001834_001835/candidates/youtubevos_001834_8f918598b6/mask_002/mask,16,0,37679.5,860.4198716282845,43.83770928258748,109.5160141335971,43.78498722546378,109.52933981506611
1835,youtubevos_001835_8ff61619f6,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001835_001836/candidates/youtubevos_001835_8ff61619f6/mask_003/mask,16,0,42837.0,868.8914800286293,49.332530658499024,116.77088929619539,49.336857114475286,116.81974402080361
1836,youtubevos_001836_9002761b41,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001836_001837/candidates/youtubevos_001836_9002761b41/mask_000/mask,16,0,34390.0,744.7838369607925,46.174471428292264,104.62636850173365,46.174471428292264,104.62636850173365
1837,youtubevos_001837_90107941f3,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001837_001838/candidates/youtubevos_001837_90107941f3/mask_000/mask,16,0,44448.0,952.0701905488968,46.68563351865308,118.94636531267834,46.68563351865308,118.94636531267834
1838,youtubevos_001838_90118a42ee,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001838_001839/candidates/youtubevos_001838_90118a42ee/mask_000/mask,16,0,38502.0,896.9087227582932,42.927445149149094,110.70486546601423,42.927445149149094,110.70486546601423
1839,youtubevos_001839_902bc16b37,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001839_001840/candidates/youtubevos_001839_902bc16b37/mask_000/mask,16,0,34998.0,802.0874409675598,43.63364667296353,105.54719037786039,43.63364667296353,105.54719037786039
1840,youtubevos_001840_903e87e0d6,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001840_001841/candidates/youtubevos_001840_903e87e0d6/mask_002/mask,16,0,41217.5,960.5188952684402,42.89861548917947,114.54228547415215,42.895381138606666,114.52922641643701
1841,youtubevos_001841_9041a0f489,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001841_001842/candidates/youtubevos_001841_9041a0f489/mask_001/mask,16,0,48281.0,1017.4945089817047,47.450870322945526,123.96902683670466,47.450870322945526,123.96902683670466
1842,youtubevos_001842_9057bfa502,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001842_001843/candidates/youtubevos_001842_9057bfa502/mask_001/mask,16,0,46035.0,937.3767552375793,49.11045611359583,121.05121069394889,49.11045611359583,121.05121069394889
1843,youtubevos_001843_90617b0954,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001843_001844/candidates/youtubevos_001843_90617b0954/mask_001/mask,16,0,47603.0,943.6610295772552,50.445020518994376,123.09551377693253,50.445020518994376,123.09551377693253
1844,youtubevos_001844_9076f4b6db,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001844_001845/candidates/youtubevos_001844_9076f4b6db/mask_001/mask,16,0,45294.0,919.9381595849991,49.235918227843655,120.07301105914108,49.235918227843655,120.07301105914108
1845,youtubevos_001845_9077e69b08,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001845_001846/candidates/youtubevos_001845_9077e69b08/mask_003/mask,16,0,40088.5,829.0472880005836,48.32076192224348,112.96266596808792,48.337000298838504,112.96872887805881
1846,youtubevos_001846_909655b4a6,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001846_001847/candidates/youtubevos_001846_909655b4a6/mask_003/mask,16,0,44797.0,905.5432751178741,49.45318598293466,119.41242804404938,49.44380693679881,119.40792825450805
1847,youtubevos_001847_909c2eca88,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001847_001848/candidates/youtubevos_001847_909c2eca88/mask_001/mask,16,0,34977.0,778.2396773099899,44.94373779668894,105.51551965967114,44.94373779668894,105.51551965967114
1848,youtubevos_001848_909dbd1b76,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001848_001849/candidates/youtubevos_001848_909dbd1b76/mask_002/mask,16,0,32781.5,737.4183909893036,44.46567285502867,102.15025956145209,44.45996636845577,102.14935465143219
1849,youtubevos_001849_90bc4a319a,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001849_001850/candidates/youtubevos_001849_90bc4a319a/mask_000/mask,16,0,48222.0,926.9848420619965,52.02026809061343,123.89325781314636,52.02026809061343,123.89325781314636
1850,youtubevos_001850_90c7a87887,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001850_001851/candidates/youtubevos_001850_90c7a87887/mask_001/mask,16,0,46591.0,872.7077122926712,53.3867173897224,121.78003082274611,53.3867173897224,121.78003082274611
1851,youtubevos_001851_90cc785ddd,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001851_001852/candidates/youtubevos_001851_90cc785ddd/mask_002/mask,16,0,43309.0,892.7981108427048,48.50928703226702,117.412447639651,48.54189291310122,117.4340148719091
1852,youtubevos_001852_90d300f09b,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001852_001853/candidates/youtubevos_001852_90d300f09b/mask_003/mask,16,0,38315.0,844.5554738044739,45.359276043487405,110.43569753087966,45.340544690121725,110.4370216917172
1853,youtubevos_001853_9101ea9b1b,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001853_001854/candidates/youtubevos_001853_9101ea9b1b/mask_000/mask,16,0,53663.0,1053.1686050891876,50.9538546256376,130.69607271177188,50.9538546256376,130.69607271177188
1854,youtubevos_001854_9108130458,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001854_001855/candidates/youtubevos_001854_9108130458/mask_000/mask,16,0,40391.0,935.2590055465698,43.18696720422949,113.38807085778242,43.18696720422949,113.38807085778242
1855,youtubevos_001855_911ac9979b,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001855_001856/candidates/youtubevos_001855_911ac9979b/mask_001/mask,16,0,43134.0,945.3666524887085,45.62674163135365,117.17499148987223,45.62674163135365,117.17499148987223
1856,youtubevos_001856_9151cad9b5,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001856_001857/candidates/youtubevos_001856_9151cad9b5/mask_003/mask,16,0,42848.0,863.0437179803848,49.62133191589271,116.78587813923579,49.62618920788854,116.79102427335394
1857,youtubevos_001857_9153762797,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001857_001858/candidates/youtubevos_001857_9153762797/mask_003/mask,16,0,35900.0,760.7163331508636,47.17199819287886,106.89866590436456,47.187574976152746,106.89482575686908
1858,youtubevos_001858_91634ee0c9,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001858_001859/candidates/youtubevos_001858_91634ee0c9/mask_003/mask,16,0,42534.5,886.7077121734619,47.96902002322858,116.35786091747283,47.98291951124466,116.37032016963781
1859,youtubevos_001859_916942666f,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001859_001860/candidates/youtubevos_001859_916942666f/mask_002/mask,16,0,38998.5,824.3315590023994,47.32171045678406,111.41637144728296,47.31299669202599,111.408227418147
1860,youtubevos_001860_9198cfb4ea,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001860_001861/candidates/youtubevos_001860_9198cfb4ea/mask_001/mask,16,0,33510.0,837.4356377124786,40.015015472156406,103.27906024949503,40.015015472156406,103.27906024949503
1861,youtubevos_001861_919ac864d6,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001861_001862/candidates/youtubevos_001861_919ac864d6/mask_000/mask,16,0,36880.0,767.4772607088089,48.05354098170834,108.34790539026677,48.05354098170834,108.34790539026677
1862,youtubevos_001862_91b67d58d4,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001862_001863/candidates/youtubevos_001862_91b67d58d4/mask_000/mask,16,0,39731.0,904.7838325500488,43.91214627257638,112.45785916496982,43.91214627257638,112.45785916496982
1863,youtubevos_001863_91bb8df281,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001863_001864/candidates/youtubevos_001863_91bb8df281/mask_001/mask,16,0,35015.0,805.470123052597,43.47150688507105,105.57282161960734,43.47150688507105,105.57282161960734
1864,youtubevos_001864_91be106477,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001864_001865/candidates/youtubevos_001864_91be106477/mask_002/mask,16,0,34714.0,776.0802961587906,44.76573939576667,105.11807328749305,44.77207426151752,105.13969895308429
1865,youtubevos_001865_91c33b4290,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001865_001866/candidates/youtubevos_001865_91c33b4290/mask_002/mask,16,0,36504.5,826.0214222669601,44.15348183039863,107.79491266313306,44.16350456258362,107.7845439622902
1866,youtubevos_001866_91ca7dd9f3,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001866_001867/candidates/youtubevos_001866_91ca7dd9f3/mask_003/mask,16,0,46358.0,897.719907283783,51.58740934934156,121.47513969806637,51.59945886685723,121.43637538447744
1867,youtubevos_001867_91d095f869,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001867_001868/candidates/youtubevos_001867_91d095f869/mask_001/mask,16,0,34058.0,789.9381623268127,43.114767236564454,104.12011382844116,43.114767236564454,104.12011382844116
1868,youtubevos_001868_91f107082e,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001868_001869/candidates/youtubevos_001868_91f107082e/mask_000/mask,16,0,42818.0,899.4600168466568,47.60411713475838,116.74499007074158,47.60411713475838,116.74499007074158
1869,youtubevos_001869_920329dd5e,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001869_001870/candidates/youtubevos_001869_920329dd5e/mask_003/mask,16,0,48483.0,1027.6782748103142,47.19516473005798,124.22808943746713,47.184873897353555,124.23205218238576
1870,youtubevos_001870_920c959958,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001870_001871/candidates/youtubevos_001870_920c959958/mask_003/mask,16,0,48451.0,904.7077119350433,53.54933904164441,124.18708586439591,53.5565590958884,124.19235746813803
1871,youtubevos_001871_92128fbf4b,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001871_001872/candidates/youtubevos_001871_92128fbf4b/mask_003/mask,16,0,45746.0,900.1463104486465,50.82642969864129,120.67064288120656,50.841952870255724,120.69370706749469
1872,youtubevos_001872_9223dacb40,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001872_001873/candidates/youtubevos_001872_9223dacb40/mask_003/mask,16,0,33371.0,795.000605225563,41.99153914555424,103.06463608745376,41.97207585559146,103.05901658332098
1873,youtubevos_001873_9268e1f88a,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001873_001874/candidates/youtubevos_001873_9268e1f88a/mask_000/mask,16,0,43967.0,968.2640597820282,45.40806772265995,118.30101760273546,45.40806772265995,118.30101760273546
1874,youtubevos_001874_927647fe08,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001874_001875/candidates/youtubevos_001874_927647fe08/mask_000/mask,16,0,43711.0,837.5361403226852,52.18998667109346,117.95610808677809,52.18998667109346,117.95610808677809
1875,youtubevos_001875_9276f5ba47,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001875_001876/candidates/youtubevos_001875_9276f5ba47/mask_002/mask,16,0,38602.0,791.844804763794,48.779862415331394,110.8485373221798,48.77838841377695,110.87065998527203
1876,youtubevos_001876_92b5c1fc6d,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001876_001877/candidates/youtubevos_001876_92b5c1fc6d/mask_000/mask,16,0,47085.0,903.3595103025436,52.122105831631515,122.42393961543544,52.122105831631515,122.42393961543544
1877,youtubevos_001877_92c46be756,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001877_001878/candidates/youtubevos_001877_92c46be756/mask_003/mask,16,0,37262.0,813.6538962125778,45.78530939781891,108.90758599399537,45.7815759379441,108.90456259139009
1878,youtubevos_001878_92dabbe3a0,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001878_001879/candidates/youtubevos_001878_92dabbe3a0/mask_000/mask,16,0,41548.0,848.347320318222,48.97522395003853,115.00060500347003,48.97522395003853,115.00060500347003
1879,youtubevos_001879_92e3159361,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001879_001880/candidates/youtubevos_001879_92e3159361/mask_003/mask,16,0,37834.0,818.1757473349571,46.21661693707638,109.74031262461186,46.238773175514304,109.72859704447586
1880,youtubevos_001880_92ebab216a,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001880_001881/candidates/youtubevos_001880_92ebab216a/mask_003/mask,16,0,45586.5,924.1706953048706,49.32205731847275,120.46009127992652,49.318675639994396,120.47304261852274
1881,youtubevos_001881_934bdc2893,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001881_001882/candidates/youtubevos_001881_934bdc2893/mask_003/mask,16,0,46913.0,904.1463128328323,51.89049893059997,122.20012960416071,51.89350756163816,122.1997042355254
1882,youtubevos_001882_9359174efc,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001882_001883/candidates/youtubevos_001882_9359174efc/mask_000/mask,16,0,44168.0,915.9869351387024,48.219028356896715,118.57112233999334,48.219028356896715,118.57112233999334
1883,youtubevos_001883_935d97dd2f,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001883_001884/candidates/youtubevos_001883_935d97dd2f/mask_001/mask,16,0,39016.0,925.4011449813843,42.16117541197214,111.4413680791239,42.16117541197214,111.4413680791239
1884,youtubevos_001884_935feaba1b,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001884_001885/candidates/youtubevos_001884_935feaba1b/mask_001/mask,16,0,40031.0,822.8914771080017,48.646754904651985,112.88163293389817,48.646754904651985,112.88163293389817
1885,youtubevos_001885_93901858ee,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001885_001886/candidates/youtubevos_001885_93901858ee/mask_002/mask,16,0,33720.0,759.6883796453476,44.39516348452012,103.60216871338854,44.38224067042301,103.60684469027298
1886,youtubevos_001886_939378f6d6,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001886_001887/candidates/youtubevos_001886_939378f6d6/mask_003/mask,16,0,41853.0,826.0508579611778,50.64097867736716,115.42193754416961,50.669161809061364,115.41373507001137
1887,youtubevos_001887_939bdf742e,mask_001,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001887_001888/candidates/youtubevos_001887_939bdf742e/mask_001/mask,16,0,38796.0,865.4528813362122,44.82739711964571,111.12673100737888,44.82739711964571,111.12673100737888
1888,youtubevos_001888_93a22bee7e,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001888_001889/candidates/youtubevos_001888_93a22bee7e/mask_000/mask,16,0,41644.0,924.3056921958923,45.05435847859541,115.1333874262274,45.05435847859541,115.1333874262274
1889,youtubevos_001889_93da9aeddf,mask_000,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001889_001890/candidates/youtubevos_001889_93da9aeddf/mask_000/mask,16,0,44893.0,1047.7442927360535,42.84728660536774,119.5403100232257,42.84728660536774,119.5403100232257
1890,youtubevos_001890_93e2feacce,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001890_001891/candidates/youtubevos_001890_93e2feacce/mask_003/mask,16,0,35681.5,787.4041097164154,45.31414259083813,106.57285866161878,45.31320176623808,106.56180966532926
1891,youtubevos_001891_93e6f1fdf9,mask_003,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001891_001892/candidates/youtubevos_001891_93e6f1fdf9/mask_003/mask,16,0,42673.0,808.0386656522751,52.75650398392129,116.54714828394944,52.75563414663812,116.50512718012766
1892,youtubevos_001892_93e811e393,mask_002,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO/data/generated_losers/official_videodpo_diffueraser_youtubevos_partialmask_loser_k4/_shards/shard_001892_001893/candidates/youtubevos_001892_93e811e393/mask_002/mask,16,0,46404.0,922.0285577774048,50.298334966602305,121.5353938508146,50.34424782936906,121.51091276465218
