experiment,step,l_total,l_dpo,l_sft,implicit_acc,win_gap,lose_gap,reward_margin,sigma_term,kl_divergence,mse_w,mse_l,ref_mse_w,ref_mse_l,dgr_grad_norm,inside_term_mean,inside_term_min,inside_term_max,loser_dominant_ratio,correct,samples,loser_dominant_count,global_step,step_source,dpo_loss,total_loss,factor,implicit_acc_correct,implicit_acc_total,implicit_acc_count,epoch,epoch_batch_idx,steps_per_epoch,loss,v_num,loss_simple_step,loss_step,loss_simple_epoch,loss_epoch
VideoDPO_open_source,8793,0.016385,0.016385,,0.945312,0.003472,0.005379,-0.007842,0.984071,0.002213,0.011348,0.021097,0.007877,0.015719,,4.886714,-8.342751,15.588235,0.983471,,,,8793.0,global_step,0.016385,0.016385,1.0,,,,,,,,,,,,
VideoDPO_open_source,8794,0.496648,0.496648,,0.601562,0.002816,0.003245,-0.020594,0.674065,0.001515,0.005285,0.026307,0.002469,0.023063,,0.181697,-11.241696,8.056275,1.0,,,,8794.0,global_step,0.496648,0.496648,1.0,,,,,,,,,,,,
VideoDPO_open_source,8795,1.089758,1.089758,,0.351562,0.002433,0.002289,-0.017136,0.434965,0.00118,0.007238,0.024229,0.004804,0.021941,,-0.784033,-5.715396,3.12259,1.0,,,,8795.0,global_step,1.089758,1.089758,1.0,,,,,,,,,,,,
VideoDPO_open_source,8796,1.65283,1.65283,,0.65625,0.002628,0.003925,-0.250933,0.695784,0.001638,0.007523,0.259753,0.004895,0.255829,,1.964183,-11.860765,30.947403,1.0,,,,8796.0,global_step,1.65283,1.65283,1.0,,,,,,,,,,,,
VideoDPO_open_source,8797,1.809977,1.809977,,0.507812,0.002122,0.001887,-0.015257,0.446997,0.001002,0.054999,0.070021,0.052877,0.068134,,-0.377462,-8.831798,11.804806,0.969231,,,,8797.0,global_step,1.809977,1.809977,1.0,,,,,,,,,,,,
VideoDPO_open_source,8798,0.399387,0.399387,,0.898438,0.001892,0.003085,-0.046896,0.78965,0.001244,0.041413,0.089501,0.039521,0.086416,,4.173517,-3.551692,28.631519,1.0,,,,8798.0,global_step,0.399387,0.399387,1.0,,,,,,,,,,,,
VideoDPO_open_source,8799,0.636321,0.636321,,0.609375,0.002385,0.002969,-0.014674,0.68081,0.001338,0.029183,0.04444,0.026798,0.041472,,0.613728,-12.895596,10.370687,1.0,,,,8799.0,global_step,0.636321,0.636321,1.0,,,,,,,,,,,,
VideoDPO_open_source,8800,1.839862,1.839862,,0.359375,0.002338,0.002467,-0.145129,0.510697,0.001201,0.029152,0.174411,0.026814,0.171944,,-0.344833,-17.769039,10.520667,1.0,,,,8800.0,global_step,1.839862,1.839862,1.0,,,,,,,,,,,,
VideoDPO_open_source,8801,1.317174,1.317174,,0.59375,0.002656,0.003652,-0.122928,0.671047,0.001577,0.044786,0.16871,0.04213,0.165059,,1.189846,-10.768771,17.125923,1.0,,,,8801.0,global_step,1.317174,1.317174,1.0,,,,,,,,,,,,
VideoDPO_open_source,8802,0.315022,0.315022,,0.789062,0.004182,0.005055,-0.015306,0.787361,0.002309,0.012435,0.028614,0.008253,0.023558,,1.305865,-1.943882,10.985434,1.0,,,,8802.0,global_step,0.315022,0.315022,1.0,,,,,,,,,,,,
VideoDPO_open_source,8803,0.427717,0.427717,,0.546875,0.005843,0.007957,0.00819,0.856023,0.00345,0.079663,0.073587,0.07382,0.06563,,1.627402,-13.029296,22.342596,1.0,,,,8803.0,global_step,0.427717,0.427717,1.0,,,,,,,,,,,,
VideoDPO_open_source,8804,0.048356,0.048356,,0.71875,0.002327,0.003714,0.004389,0.954131,0.00151,0.011961,0.008958,0.009633,0.005244,,1.679142,-2.445143,5.945261,1.0,,,,8804.0,global_step,0.048356,0.048356,1.0,,,,,,,,,,,,
VideoDPO_open_source,8805,0.338524,0.338524,,0.5625,0.001226,0.003704,0.213029,0.886374,0.001232,0.222148,0.011598,0.220923,0.007894,,2.241899,-9.282231,20.416826,0.986111,,,,8805.0,global_step,0.338524,0.338524,1.0,,,,,,,,,,,,
VideoDPO_open_source,8806,0.29621,0.29621,,0.929688,0.002582,0.00332,-0.01231,0.775934,0.001475,0.005042,0.01809,0.00246,0.01477,,2.213075,-2.503288,11.627194,1.0,,,,8806.0,global_step,0.29621,0.29621,1.0,,,,,,,,,,,,
VideoDPO_open_source,8807,1.139662,1.139662,,0.773438,0.002908,0.002816,0.031302,0.496122,0.001431,0.035399,0.004004,0.03249,0.001188,,3.034146,-6.801421,19.793846,1.0,,,,8807.0,global_step,1.139662,1.139662,1.0,,,,,,,,,,,,
VideoDPO_open_source,8808,0.117565,0.117565,,0.976562,0.002202,0.005442,0.098062,0.94403,0.001911,0.15342,0.058597,0.151218,0.053156,,9.101394,-3.59701,21.246933,1.0,,,,8808.0,global_step,0.117565,0.117565,1.0,,,,,,,,,,,,
VideoDPO_open_source,8809,0.004057,0.004057,,0.648438,0.003161,0.005976,-0.028624,0.996008,0.002284,0.004128,0.035566,0.000967,0.029591,,2.464695,-11.707171,10.922672,1.0,,,,8809.0,global_step,0.004057,0.004057,1.0,,,,,,,,,,,,
VideoDPO_open_source,8810,1.159532,1.159532,,0.429688,0.003268,0.003198,-0.011171,0.464768,0.001616,0.024557,0.035658,0.021289,0.03246,,-0.521946,-9.616967,8.055978,1.0,,,,8810.0,global_step,1.159532,1.159532,1.0,,,,,,,,,,,,
VideoDPO_open_source,8811,0.310558,0.310558,,0.78125,0.002325,0.00363,0.057907,0.823799,0.001489,0.063254,0.006652,0.060929,0.003021,,1.765967,-3.180355,11.003502,1.0,,,,8811.0,global_step,0.310558,0.310558,1.0,,,,,,,,,,,,
VideoDPO_open_source,8812,0.561993,0.561993,,0.757812,0.002825,0.003319,-0.018311,0.678031,0.001536,0.005433,0.024237,0.002608,0.020918,,1.53162,-4.182365,6.75641,1.0,,,,8812.0,global_step,0.561993,0.561993,1.0,,,,,,,,,,,,
VideoDPO_open_source,8813,0.205084,0.205084,,0.71875,0.001045,0.00216,0.007987,0.861548,0.000801,0.034816,0.027944,0.033771,0.025784,,0.884181,-17.531551,13.633222,1.0,,,,8813.0,global_step,0.205084,0.205084,1.0,,,,,,,,,,,,
VideoDPO_open_source,8814,0.54305,0.54305,,0.726562,0.00194,0.002354,0.005503,0.692513,0.001074,0.015723,0.010634,0.013783,0.00828,,0.881497,-3.457288,5.734228,1.0,,,,8814.0,global_step,0.54305,0.54305,1.0,,,,,,,,,,,,
VideoDPO_open_source,8815,1.334803,1.334803,,0.742188,0.004692,0.004808,0.019375,0.506228,0.002375,0.043371,0.024112,0.038678,0.019304,,1.079077,-5.008839,7.730527,1.0,,,,8815.0,global_step,1.334803,1.334803,1.0,,,,,,,,,,,,
VideoDPO_open_source,8816,1.075491,1.075491,,0.726562,0.001978,0.002278,0.056503,0.558061,0.001064,0.075074,0.018871,0.073096,0.016593,,2.511725,-6.173868,11.219214,0.989247,,,,8816.0,global_step,1.075491,1.075491,1.0,,,,,,,,,,,,
VideoDPO_open_source,8817,0.047028,0.047028,,0.8125,0.002149,0.004007,0.001892,0.958668,0.001539,0.019284,0.01925,0.017136,0.015243,,3.127359,-15.84325,14.696307,1.0,,,,8817.0,global_step,0.047028,0.047028,1.0,,,,,,,,,,,,
VideoDPO_open_source,8818,0.947303,0.947303,,0.65625,0.003514,0.003992,-0.071237,0.614425,0.001876,0.005576,0.077291,0.002062,0.073299,,1.53811,-9.154901,9.737369,1.0,,,,8818.0,global_step,0.947303,0.947303,1.0,,,,,,,,,,,,
VideoDPO_open_source,8819,2.294827,2.294827,,0.601562,0.003395,0.003269,0.145865,0.451432,0.001666,0.152663,0.006673,0.149269,0.003404,,2.642621,-12.427717,24.488493,0.896104,,,,8819.0,global_step,2.294827,2.294827,1.0,,,,,,,,,,,,
VideoDPO_open_source,8820,1.207217,1.207217,,0.40625,0.004714,0.005765,-0.170862,0.740775,0.00262,0.066009,0.237922,0.061295,0.232157,,0.470848,-12.376942,11.809505,1.0,,,,8820.0,global_step,1.207217,1.207217,1.0,,,,,,,,,,,,
VideoDPO_open_source,8821,0.039692,0.039692,,0.789062,0.001647,0.003407,-0.006453,0.963609,0.001263,0.013597,0.02181,0.01195,0.018404,,2.335588,-1.892264,8.556582,1.0,,,,8821.0,global_step,0.039692,0.039692,1.0,,,,,,,,,,,,
VideoDPO_open_source,8822,0.258935,0.258935,,0.546875,0.001025,0.00261,0.021568,0.880932,0.000909,0.063162,0.043179,0.062137,0.040569,,1.355514,-6.232988,9.835185,1.0,,,,8822.0,global_step,0.258935,0.258935,1.0,,,,,,,,,,,,
VideoDPO_open_source,8823,1.322022,1.322022,,0.570312,0.003365,0.003127,-0.011555,0.425283,0.001623,0.008801,0.020118,0.005437,0.016991,,1.210116,-12.830645,18.125401,0.986301,,,,8823.0,global_step,1.322022,1.322022,1.0,,,,,,,,,,,,
VideoDPO_open_source,8824,0.358065,0.358065,,0.453125,0.002283,0.004308,0.075154,0.869366,0.001648,0.130654,0.057525,0.128371,0.053217,,1.478957,-8.26763,16.690474,1.0,,,,8824.0,global_step,0.358065,0.358065,1.0,,,,,,,,,,,,
VideoDPO_open_source,8825,0.241242,0.241242,,0.835938,0.002354,0.003016,-0.001376,0.800171,0.001342,0.005498,0.007536,0.003144,0.00452,,1.717495,-4.005488,9.626853,1.0,,,,8825.0,global_step,0.241242,0.241242,1.0,,,,,,,,,,,,
VideoDPO_open_source,8826,1.126131,1.126131,,0.632812,0.001465,0.002176,-0.191568,0.646387,0.00091,0.054344,0.246622,0.052879,0.244446,,1.375591,-9.989031,12.835339,0.987654,,,,8826.0,global_step,1.126131,1.126131,1.0,,,,,,,,,,,,
VideoDPO_open_source,8827,0.819339,0.819339,,0.617188,0.003056,0.003139,0.014324,0.53724,0.001549,0.021571,0.00733,0.018515,0.004191,,0.242782,-13.968195,4.555401,1.0,,,,8827.0,global_step,0.819339,0.819339,1.0,,,,,,,,,,,,
VideoDPO_open_source,8828,3.025574,3.025574,,0.5,0.002853,0.002517,-0.256225,0.512664,0.001342,0.004506,0.260395,0.001653,0.257878,,-0.420426,-15.197023,10.852665,1.0,,,,8828.0,global_step,3.025574,3.025574,1.0,,,,,,,,,,,,
VideoDPO_open_source,8829,4.265077,4.265077,,0.40625,0.002857,0.002084,-0.319288,0.399052,0.001235,0.04458,0.363096,0.041724,0.361012,,-1.156704,-17.3039,13.346449,1.0,,,,8829.0,global_step,4.265077,4.265077,1.0,,,,,,,,,,,,
VideoDPO_open_source,8830,0.653777,0.653777,,0.796875,0.003317,0.003534,-0.015636,0.589301,0.001713,0.008165,0.024019,0.004848,0.020485,,5.257205,-8.160416,29.488504,1.0,,,,8830.0,global_step,0.653777,0.653777,1.0,,,,,,,,,,,,
VideoDPO_open_source,8831,0.794967,0.794967,,0.59375,0.002215,0.002673,-0.038142,0.654554,0.001222,0.017941,0.056542,0.015726,0.053869,,0.572133,-15.356838,13.56665,1.0,,,,8831.0,global_step,0.794967,0.794967,1.0,,,,,,,,,,,,
VideoDPO_open_source,8832,1.645453,1.645453,,0.585938,0.002961,0.003127,-0.155666,0.515861,0.001522,0.006311,0.162143,0.00335,0.159015,,1.368897,-8.218884,15.451945,1.0,,,,8832.0,global_step,1.645453,1.645453,1.0,,,,,,,,,,,,
VideoDPO_open_source,8833,0.549966,0.549966,,0.6875,0.002387,0.004021,0.037258,0.791806,0.001602,0.159656,0.124032,0.15727,0.120011,,2.088693,-7.491652,19.609257,1.0,,,,8833.0,global_step,0.549966,0.549966,1.0,,,,,,,,,,,,
VideoDPO_open_source,8834,5.706533,5.706533,,0.5625,0.005219,0.003227,0.138784,0.17691,0.002111,0.15174,0.010964,0.146521,0.007737,,-0.408639,-13.158359,9.577014,1.0,,,,8834.0,global_step,5.706533,5.706533,1.0,,,,,,,,,,,,
VideoDPO_open_source,8835,2.165087,2.165087,,0.609375,0.00361,0.003618,0.205654,0.390437,0.001807,0.210822,0.005175,0.207212,0.001557,,1.525876,-7.870645,18.977821,0.987179,,,,8835.0,global_step,2.165087,2.165087,1.0,,,,,,,,,,,,
VideoDPO_open_source,8836,0.5234,0.5234,,0.609375,0.001217,0.00296,0.094181,0.824519,0.001044,0.110489,0.018052,0.109273,0.015092,,1.987506,-6.265808,11.411794,1.0,,,,8836.0,global_step,0.5234,0.5234,1.0,,,,,,,,,,,,
VideoDPO_open_source,8837,0.219533,0.219533,,0.765625,0.001461,0.003211,-0.035059,0.856296,0.001168,0.030651,0.06746,0.02919,0.064249,,2.837384,-5.941093,12.662233,0.989796,,,,8837.0,global_step,0.219533,0.219533,1.0,,,,,,,,,,,,
VideoDPO_open_source,8838,0.368728,0.368728,,0.859375,0.001994,0.002691,0.00538,0.766835,0.001171,0.01926,0.014577,0.017266,0.011886,,3.645467,-8.142311,21.992289,0.990909,,,,8838.0,global_step,0.368728,0.368728,1.0,,,,,,,,,,,,
VideoDPO_open_source,8839,1.136581,1.136581,,0.578125,0.003741,0.004216,0.038162,0.641312,0.001989,0.083358,0.045671,0.079617,0.041455,,0.524239,-9.182338,10.495838,1.0,,,,8839.0,global_step,1.136581,1.136581,1.0,,,,,,,,,,,,
VideoDPO_open_source,8840,1.480687,1.480687,,0.578125,0.001907,0.002052,-0.116971,0.546185,0.00099,0.011328,0.128444,0.009421,0.126392,,0.373152,-7.613562,6.897133,1.0,,,,8840.0,global_step,1.480687,1.480687,1.0,,,,,,,,,,,,
VideoDPO_open_source,8841,0.150619,0.150619,,0.5625,0.001451,0.00239,0.008139,0.871447,0.00096,0.015566,0.008367,0.014115,0.005977,,-0.514311,-10.595787,6.526297,1.0,,,,8841.0,global_step,0.150619,0.150619,1.0,,,,,,,,,,,,
VideoDPO_open_source,8842,1.590519,1.590519,,0.59375,0.003419,0.003272,-0.100974,0.468978,0.001673,0.00531,0.106138,0.001891,0.102866,,1.612218,-17.786772,21.633841,0.986842,,,,8842.0,global_step,1.590519,1.590519,1.0,,,,,,,,,,,,
VideoDPO_open_source,8843,0.913068,0.913068,,0.828125,0.001801,0.002484,0.161344,0.63728,0.001071,0.168625,0.007964,0.166824,0.00548,,4.727271,-7.257722,17.13138,0.990566,,,,8843.0,global_step,0.913068,0.913068,1.0,,,,,,,,,,,,
VideoDPO_open_source,8844,0.369885,0.369885,,0.953125,0.001804,0.003654,-0.169402,0.869695,0.001365,0.006054,0.177307,0.00425,0.173652,,5.235863,-11.4711,12.740642,1.0,,,,8844.0,global_step,0.369885,0.369885,1.0,,,,,,,,,,,,
VideoDPO_open_source,8845,0.405776,0.405776,,0.710938,0.002063,0.002675,0.007304,0.757535,0.001185,0.015879,0.009187,0.013816,0.006512,,0.518721,-7.257089,7.281313,1.0,,,,8845.0,global_step,0.405776,0.405776,1.0,,,,,,,,,,,,
VideoDPO_open_source,8846,0.541176,0.541176,,0.578125,0.002928,0.003461,0.005779,0.678973,0.001597,0.02249,0.017243,0.019562,0.013782,,-0.416055,-25.640167,14.394708,1.0,,,,8846.0,global_step,0.541176,0.541176,1.0,,,,,,,,,,,,
VideoDPO_open_source,8847,0.248049,0.248049,,0.859375,0.001879,0.002736,-0.017641,0.831927,0.001154,0.004227,0.022726,0.002349,0.01999,,5.323044,-7.2328,29.93837,1.0,,,,8847.0,global_step,0.248049,0.248049,1.0,,,,,,,,,,,,
VideoDPO_open_source,8848,2.980833,2.980833,,0.484375,0.003907,0.00308,-0.142359,0.34,0.001747,0.025807,0.167339,0.021901,0.16426,,-0.411176,-10.156408,7.384587,1.0,,,,8848.0,global_step,2.980833,2.980833,1.0,,,,,,,,,,,,
VideoDPO_open_source,8849,0.330036,0.330036,,0.929688,0.00244,0.003425,-0.027079,0.807694,0.001466,0.021465,0.049529,0.019024,0.046104,,3.647058,-3.883466,8.454984,1.0,,,,8849.0,global_step,0.330036,0.330036,1.0,,,,,,,,,,,,
VideoDPO_open_source,8850,1.818214,1.818214,,0.359375,0.002732,0.00278,0.177739,0.506438,0.001378,0.189746,0.012054,0.187014,0.009275,,-1.504411,-16.941504,10.265186,1.0,,,,8850.0,global_step,1.818214,1.818214,1.0,,,,,,,,,,,,
VideoDPO_open_source,8851,2.747336,2.747336,,0.546875,0.002452,0.0016,-0.090066,0.259795,0.001013,0.003763,0.092978,0.001311,0.091378,,-0.278295,-11.204723,6.518848,1.0,,,,8851.0,global_step,2.747336,2.747336,1.0,,,,,,,,,,,,
VideoDPO_open_source,8852,0.255882,0.255882,,0.671875,0.00118,0.002321,0.032721,0.844395,0.000875,0.038128,0.006547,0.036947,0.004227,,1.295883,-7.229559,8.686017,1.0,,,,8852.0,global_step,0.255882,0.255882,1.0,,,,,,,,,,,,
VideoDPO_open_source,8853,0.498869,0.498869,,0.890625,0.002844,0.003733,0.047759,0.734814,0.001644,0.05368,0.006811,0.050836,0.003078,,2.879735,-4.668077,17.651562,1.0,,,,8853.0,global_step,0.498869,0.498869,1.0,,,,,,,,,,,,
VideoDPO_open_source,8854,0.596416,0.596416,,0.789062,0.002777,0.004022,0.21756,0.745037,0.0017,0.227235,0.01092,0.224458,0.006898,,3.163647,-6.318353,14.932081,0.990099,,,,8854.0,global_step,0.596416,0.596416,1.0,,,,,,,,,,,,
VideoDPO_open_source,8855,0.622213,0.622213,,0.679688,0.0017,0.002404,0.026353,0.734403,0.001026,0.046414,0.020764,0.044713,0.01836,,1.045771,-7.056087,7.977178,1.0,,,,8855.0,global_step,0.622213,0.622213,1.0,,,,,,,,,,,,
VideoDPO_open_source,8856,0.188598,0.188598,,0.898438,0.001116,0.002804,-0.076051,0.879641,0.00098,0.018169,0.095908,0.017053,0.093104,,4.785385,-6.622206,13.659616,1.0,,,,8856.0,global_step,0.188598,0.188598,1.0,,,,,,,,,,,,
VideoDPO_open_source,8857,0.307487,0.307487,,0.679688,0.001627,0.004291,-0.185657,0.897561,0.001479,0.031676,0.219996,0.030048,0.215706,,3.21444,-7.738359,18.497892,1.0,,,,8857.0,global_step,0.307487,0.307487,1.0,,,,,,,,,,,,
VideoDPO_open_source,8858,0.945469,0.945469,,0.820312,0.002167,0.002753,0.030513,0.650622,0.00123,0.066115,0.036188,0.063948,0.033435,,4.559309,-8.337968,13.729781,1.0,,,,8858.0,global_step,0.945469,0.945469,1.0,,,,,,,,,,,,
VideoDPO_open_source,8859,0.173755,0.173755,,0.984375,0.002088,0.003179,-0.03519,0.859339,0.001317,0.014197,0.050478,0.012109,0.047299,,3.536425,-0.858577,9.756591,1.0,,,,8859.0,global_step,0.173755,0.173755,1.0,,,,,,,,,,,,
VideoDPO_open_source,8860,0.987466,0.987466,,0.710938,0.00329,0.00383,0.094573,0.632264,0.00178,0.107275,0.013242,0.103986,0.009412,,2.065257,-6.994624,12.850873,1.0,,,,8860.0,global_step,0.987466,0.987466,1.0,,,,,,,,,,,,
VideoDPO_open_source,8861,1.058918,1.058918,,0.640625,0.003261,0.00349,-0.033065,0.571667,0.001688,0.004851,0.038146,0.001591,0.034656,,1.95351,-8.779559,16.993061,0.987805,,,,8861.0,global_step,1.058918,1.058918,1.0,,,,,,,,,,,,
VideoDPO_open_source,8862,3.454174,3.454174,,0.382812,0.00349,0.002563,-0.143135,0.308715,0.001513,0.010575,0.152783,0.007085,0.15022,,-1.360508,-16.737543,10.368973,1.0,,,,8862.0,global_step,3.454174,3.454174,1.0,,,,,,,,,,,,
VideoDPO_open_source,8863,12.052326,12.052326,,0.515625,0.009952,0.005209,0.480179,0.07487,0.00379,0.491093,0.006171,0.481141,0.000962,,-3.477849,-31.84922,15.242547,1.0,,,,8863.0,global_step,12.052326,12.052326,1.0,,,,,,,,,,,,
VideoDPO_open_source,8864,0.391038,0.391038,,0.765625,0.001193,0.003691,-0.13166,0.868394,0.001221,0.028904,0.163061,0.027711,0.159371,,3.966601,-11.777468,21.13752,1.0,,,,8864.0,global_step,0.391038,0.391038,1.0,,,,,,,,,,,,
VideoDPO_open_source,8865,0.974918,0.974918,,0.460938,0.002764,0.003089,-0.040737,0.605745,0.001463,0.013152,0.054213,0.010387,0.051124,,-2.607471,-29.616802,15.616417,1.0,,,,8865.0,global_step,0.974918,0.974918,1.0,,,,,,,,,,,,
VideoDPO_open_source,8866,1.305546,1.305546,,0.65625,0.002736,0.002521,0.00951,0.411467,0.001314,0.025756,0.01603,0.023019,0.013509,,1.205704,-5.427289,29.866777,1.0,,,,8866.0,global_step,1.305546,1.305546,1.0,,,,,,,,,,,,
VideoDPO_open_source,8867,1.105016,1.105016,,0.789062,0.002747,0.005249,-0.492475,0.761679,0.001999,0.038992,0.53397,0.036246,0.528721,,3.958141,-11.878461,35.676212,1.0,,,,8867.0,global_step,1.105016,1.105016,1.0,,,,,,,,,,,,
VideoDPO_open_source,8868,1.232531,1.232531,,0.679688,0.003019,0.002818,-0.019792,0.412953,0.001459,0.01099,0.030582,0.007971,0.027764,,1.796705,-4.607811,13.126403,1.0,,,,8868.0,global_step,1.232531,1.232531,1.0,,,,,,,,,,,,
VideoDPO_open_source,8869,2.857919,2.857919,,0.703125,0.002256,0.002005,0.292106,0.462118,0.001065,0.32979,0.037433,0.327534,0.035428,,1.685354,-14.013648,20.233318,0.977778,,,,8869.0,global_step,2.857919,2.857919,1.0,,,,,,,,,,,,
VideoDPO_open_source,8870,0.082368,0.082368,,0.992188,0.001221,0.002806,-0.009393,0.929793,0.001007,0.011526,0.022505,0.010305,0.019698,,3.535705,-0.258675,8.412495,1.0,,,,8870.0,global_step,0.082368,0.082368,1.0,,,,,,,,,,,,
VideoDPO_open_source,8871,1.99368,1.99368,,0.625,0.001798,0.00255,0.124283,0.633465,0.001087,0.248358,0.124828,0.24656,0.122278,,2.577915,-17.951281,25.707781,0.8375,,,,8871.0,global_step,1.99368,1.99368,1.0,,,,,,,,,,,,
VideoDPO_open_source,8872,1.434297,1.434297,,0.328125,0.005765,0.005413,0.000859,0.328345,0.002795,0.011661,0.010449,0.005895,0.005036,,-2.454658,-33.498405,19.247234,1.0,,,,8872.0,global_step,1.434297,1.434297,1.0,,,,,,,,,,,,
VideoDPO_open_source,8873,0.02639,0.02639,,0.578125,0.000924,0.003942,0.057403,0.981763,0.001217,0.059678,0.005294,0.058754,0.001351,,3.335975,-3.735472,12.299074,1.0,,,,8873.0,global_step,0.02639,0.02639,1.0,,,,,,,,,,,,
VideoDPO_open_source,8874,2.108326,2.108326,,0.570312,0.002797,0.002917,-0.243575,0.533184,0.001428,0.031803,0.275498,0.029006,0.272581,,0.884651,-9.478331,17.812998,1.0,,,,8874.0,global_step,2.108326,2.108326,1.0,,,,,,,,,,,,
VideoDPO_open_source,8875,0.28582,0.28582,,0.78125,0.002461,0.003148,-0.004289,0.787614,0.001402,0.012833,0.017808,0.010371,0.01466,,1.131213,-11.257752,11.934638,1.0,,,,8875.0,global_step,0.28582,0.28582,1.0,,,,,,,,,,,,
VideoDPO_open_source,8876,0.337668,0.337668,,0.773438,0.003299,0.003793,0.001918,0.731392,0.001773,0.00878,0.007355,0.005481,0.003563,,0.922094,-2.563383,6.878534,1.0,,,,8876.0,global_step,0.337668,0.337668,1.0,,,,,,,,,,,,
VideoDPO_open_source,8877,1.993818,1.993818,,0.578125,0.003135,0.002486,-0.050622,0.240905,0.001405,0.009743,0.059716,0.006608,0.05723,,0.73482,-5.026963,7.098198,1.0,,,,8877.0,global_step,1.993818,1.993818,1.0,,,,,,,,,,,,
VideoDPO_open_source,8878,0.393103,0.393103,,0.976562,0.002932,0.003258,0.001077,0.683645,0.001548,0.004991,0.004241,0.002059,0.000982,,1.966137,-0.498649,5.291449,1.0,,,,8878.0,global_step,0.393103,0.393103,1.0,,,,,,,,,,,,
VideoDPO_open_source,8879,1.110612,1.110612,,0.640625,0.004623,0.004569,0.005325,0.496714,0.002298,0.023174,0.017795,0.01855,0.013225,,2.579759,-13.14111,23.943148,1.0,,,,8879.0,global_step,1.110612,1.110612,1.0,,,,,,,,,,,,
VideoDPO_open_source,8880,0.02565,0.02565,,0.976562,0.003619,0.005894,-0.026197,0.97712,0.002378,0.01009,0.038563,0.006471,0.032669,,4.238086,-2.697846,11.119907,1.0,,,,8880.0,global_step,0.02565,0.02565,1.0,,,,,,,,,,,,
VideoDPO_open_source,8881,1.673894,1.673894,,0.382812,0.001061,0.002198,-0.410747,0.621359,0.000815,0.041277,0.453162,0.040217,0.450964,,0.536647,-12.482182,20.176992,1.0,,,,8881.0,global_step,1.673894,1.673894,1.0,,,,,,,,,,,,
VideoDPO_open_source,8882,0.263517,0.263517,,0.8125,0.003716,0.005334,0.035531,0.882025,0.002262,0.042458,0.008545,0.038742,0.003211,,2.689996,-6.166184,10.06416,1.0,,,,8882.0,global_step,0.263517,0.263517,1.0,,,,,,,,,,,,
VideoDPO_open_source,8883,1.969626,1.969626,,0.75,0.002589,0.004236,-0.041029,0.652422,0.001706,0.327377,0.370054,0.324789,0.365818,,2.788995,-15.424639,24.382174,0.96875,,,,8883.0,global_step,1.969626,1.969626,1.0,,,,,,,,,,,,
VideoDPO_open_source,8884,1.528612,1.528612,,0.765625,0.003337,0.00345,0.099526,0.532198,0.001697,0.11583,0.016417,0.112493,0.012967,,1.273555,-8.83462,10.994673,1.0,,,,8884.0,global_step,1.528612,1.528612,1.0,,,,,,,,,,,,
VideoDPO_open_source,8885,0.050513,0.050513,,0.960938,0.001597,0.004263,-0.041865,0.961826,0.001465,0.025257,0.069788,0.02366,0.065525,,4.924869,-1.846738,14.410689,1.0,,,,8885.0,global_step,0.050513,0.050513,1.0,,,,,,,,,,,,
VideoDPO_open_source,8886,0.062339,0.062339,,0.726562,0.001508,0.00326,0.02649,0.951465,0.001192,0.033049,0.008311,0.031541,0.005051,,2.232712,-4.072814,10.015759,1.0,,,,8886.0,global_step,0.062339,0.062339,1.0,,,,,,,,,,,,
VideoDPO_open_source,8887,3.711226,3.711226,,0.257812,0.002423,0.001322,0.131645,0.329311,0.000936,0.153267,0.020521,0.150844,0.019199,,-2.818202,-15.977174,9.445808,0.939394,,,,8887.0,global_step,3.711226,3.711226,1.0,,,,,,,,,,,,
VideoDPO_open_source,8888,0.313728,0.313728,,0.757812,0.001134,0.002394,0.120075,0.808818,0.000882,0.133369,0.014554,0.132235,0.01216,,2.444533,-12.206938,12.066364,0.989691,,,,8888.0,global_step,0.313728,0.313728,1.0,,,,,,,,,,,,
VideoDPO_open_source,8889,0.471564,0.471564,,0.679688,0.011833,0.016747,-0.01158,0.910091,0.007145,0.081888,0.098383,0.070055,0.081635,,5.628489,-12.675971,36.296806,0.988506,,,,8889.0,global_step,0.471564,0.471564,1.0,,,,,,,,,,,,
VideoDPO_open_source,8890,0.546177,0.546177,,0.867188,0.001771,0.002361,-0.015144,0.682773,0.001033,0.032024,0.047758,0.030253,0.045398,,3.75766,-4.177019,9.363575,1.0,,,,8890.0,global_step,0.546177,0.546177,1.0,,,,,,,,,,,,
VideoDPO_open_source,8891,1.4213,1.4213,,0.695312,0.003172,0.004413,0.163121,0.692375,0.001896,0.192694,0.030815,0.189523,0.026401,,2.638325,-9.746626,25.035292,1.0,,,,8891.0,global_step,1.4213,1.4213,1.0,,,,,,,,,,,,
VideoDPO_open_source,8892,0.923508,0.923508,,0.601562,0.002013,0.001961,-0.00442,0.454739,0.000993,0.008038,0.012406,0.006025,0.010445,,1.097384,-3.046889,6.634901,1.0,,,,8892.0,global_step,0.923508,0.923508,1.0,,,,,,,,,,,,
VideoDPO_open_source,8893,0.057473,0.057473,,0.75,0.000586,0.002899,0.033917,0.959457,0.000871,0.041109,0.009505,0.040523,0.006606,,3.135293,-4.797715,15.217471,1.0,,,,8893.0,global_step,0.057473,0.057473,1.0,,,,,,,,,,,,
