experiment,global_step,step,step_source,implicit_acc,inside_term_mean,inside_term_min,inside_term_max,loser_dominant_ratio,dpo_loss,total_loss,factor,mse_w,ref_mse_w,mse_l,ref_mse_l,win_gap,lose_gap,reward_margin,sigma_term,kl_divergence,l_dpo,l_total
VideoDPO_open_source,4971,4971,global_step,0.148438,-0.923168,-3.451714,1.780284,1.0,1.326202,1.326202,1.0,0.004761,0.003103,0.017525,0.016212,0.001658,0.001312,-0.013109,0.333357,0.000743,1.326202,1.326202
VideoDPO_open_source,4972,4972,global_step,0.492188,-0.441852,-7.454946,4.764795,1.0,2.22121,2.22121,1.0,0.014407,0.011622,0.015127,0.013091,0.002785,0.002036,-0.001469,0.232139,0.001205,2.22121,2.22121
VideoDPO_open_source,4973,4973,global_step,0.96875,3.207574,-1.136444,9.112638,1.0,0.163973,0.163973,1.0,0.010779,0.008466,0.020737,0.017386,0.002314,0.003352,-0.00892,0.871933,0.001416,0.163973,0.163973
VideoDPO_open_source,4974,4974,global_step,0.554688,-1.426967,-20.858944,10.328442,0.985915,0.411168,0.411168,1.0,0.012813,0.01096,0.01082,0.008433,0.001853,0.002387,0.002528,0.719001,0.00106,0.411168,0.411168
VideoDPO_open_source,4975,4975,global_step,0.28125,-1.401534,-9.976998,6.939229,1.0,3.097846,3.097846,1.0,0.017086,0.015116,0.15266,0.151634,0.00197,0.001027,-0.136517,0.277634,0.000749,3.097846,3.097846
VideoDPO_open_source,4976,4976,global_step,0.890625,2.290817,-5.512647,13.886168,1.0,0.134671,0.134671,1.0,0.01104,0.009586,0.005889,0.003542,0.001455,0.002347,0.006044,0.877805,0.00095,0.134671,0.134671
VideoDPO_open_source,4977,4977,global_step,0.726562,2.134421,-17.433167,15.535951,1.0,0.354188,0.354188,1.0,0.003632,0.001961,0.098001,0.095374,0.001671,0.002627,-0.093413,0.800033,0.001075,0.354188,0.354188
VideoDPO_open_source,4978,4978,global_step,0.570312,-0.033666,-7.27884,5.126359,1.0,1.811563,1.811563,1.0,0.029492,0.027104,0.00371,0.001897,0.002388,0.001813,0.025207,0.279775,0.00105,1.811563,1.811563
VideoDPO_open_source,4979,4979,global_step,0.6875,0.38609,-12.403019,5.480628,1.0,0.334071,0.334071,1.0,0.019543,0.017241,0.011428,0.008497,0.002302,0.002931,0.008744,0.784578,0.001308,0.334071,0.334071
VideoDPO_open_source,4980,4980,global_step,0.421875,-0.09478,-7.171426,14.864691,0.944444,1.366694,1.366694,1.0,0.126311,0.12484,0.044923,0.043047,0.00147,0.001876,0.081793,0.557448,0.000837,1.366694,1.366694
VideoDPO_open_source,4981,4981,global_step,0.6875,2.999657,-15.126392,23.095608,0.784091,1.217828,1.217828,1.0,0.443055,0.443315,0.007614,0.005801,-0.00026,0.001813,0.437514,0.759055,0.000388,1.217828,1.217828
VideoDPO_open_source,4982,4982,global_step,0.890625,1.533508,-2.835128,3.932309,1.0,0.197547,0.197547,1.0,0.019152,0.017263,0.015726,0.012961,0.00189,0.002765,0.004301,0.855356,0.001164,0.197547,0.197547
VideoDPO_open_source,4983,4983,global_step,0.671875,-0.493782,-19.22056,18.078386,0.988372,4.526574,4.526574,1.0,0.824151,0.819293,0.05653,0.052561,0.004858,0.00397,0.766732,0.402488,0.002207,4.526574,4.526574
VideoDPO_open_source,4984,4984,global_step,0.5625,-0.181724,-13.222546,10.417588,1.0,2.581901,2.581901,1.0,0.003475,0.001877,0.228727,0.227407,0.001598,0.001319,-0.225531,0.4261,0.000729,2.581901,2.581901
VideoDPO_open_source,4985,4985,global_step,0.5625,1.771981,-8.934177,16.469955,1.0,0.767221,0.767221,1.0,0.081971,0.079671,0.27639,0.27226,0.002301,0.00413,-0.19259,0.776141,0.001608,0.767221,0.767221
VideoDPO_open_source,4986,4986,global_step,0.648438,1.829868,-15.676282,11.147018,1.0,3.145744,3.145744,1.0,0.123203,0.120987,0.013019,0.011803,0.002217,0.001215,0.109183,0.296736,0.000858,3.145744,3.145744
VideoDPO_open_source,4987,4987,global_step,0.507812,0.1539,-4.125103,7.995786,1.0,0.781025,0.781025,1.0,0.023584,0.021891,0.046213,0.044142,0.001693,0.002071,-0.022252,0.632494,0.000941,0.781025,0.781025
VideoDPO_open_source,4988,4988,global_step,0.234375,-3.696828,-24.468191,13.674312,0.966667,3.881867,3.881867,1.0,0.08095,0.077561,0.067911,0.065789,0.003389,0.002122,0.011772,0.23555,0.001378,3.881867,3.881867
VideoDPO_open_source,4989,4989,global_step,0.460938,-0.334434,-5.980548,4.740781,1.0,0.290915,0.290915,1.0,0.008512,0.006904,0.016022,0.013683,0.001608,0.002339,-0.006778,0.795773,0.000987,0.290915,0.290915
VideoDPO_open_source,4990,4990,global_step,0.476562,-0.030859,-7.414818,9.397222,1.0,0.741014,0.741014,1.0,0.022413,0.020736,0.030788,0.028581,0.001677,0.002206,-0.007845,0.641035,0.000971,0.741014,0.741014
VideoDPO_open_source,4991,4991,global_step,0.859375,2.549133,-8.610487,13.182648,0.972727,0.928732,0.928732,1.0,0.271906,0.270541,0.033148,0.030334,0.001365,0.002814,0.240207,0.732193,0.001045,0.928732,0.928732
VideoDPO_open_source,4992,4992,global_step,0.734375,1.31363,-7.121414,15.063583,0.978723,1.078277,1.078277,1.0,0.166399,0.165182,0.011204,0.009309,0.001217,0.001896,0.155874,0.636897,0.000778,1.078277,1.078277
VideoDPO_open_source,4993,4993,global_step,0.554688,0.084624,-19.110739,14.58913,0.859155,1.242722,1.242722,1.0,0.041279,0.039332,0.040551,0.03856,0.001947,0.001991,0.000772,0.544895,0.000985,1.242722,1.242722
VideoDPO_open_source,4994,4994,global_step,0.804688,2.429846,-6.486177,12.047738,1.0,0.516201,0.516201,1.0,0.016984,0.014881,0.036633,0.034084,0.002103,0.002549,-0.019203,0.682779,0.001163,0.516201,0.516201
VideoDPO_open_source,4995,4995,global_step,0.65625,0.994932,-7.491149,10.871831,1.0,0.496767,0.496767,1.0,0.004868,0.003404,0.047695,0.045593,0.001464,0.002102,-0.042189,0.705621,0.000891,0.496767,0.496767
VideoDPO_open_source,4996,4996,global_step,0.445312,-1.22035,-13.694427,8.543507,1.0,4.131807,4.131807,1.0,0.166394,0.162734,0.023433,0.021157,0.00366,0.002275,0.141577,0.197418,0.001484,4.131807,4.131807
VideoDPO_open_source,4997,4997,global_step,0.273438,-0.506225,-9.213146,19.715986,1.0,1.834137,1.834137,1.0,0.002893,0.001141,0.009354,0.008233,0.001752,0.001121,-0.007092,0.204259,0.000718,1.834137,1.834137
VideoDPO_open_source,4998,4998,global_step,0.585938,0.664969,-13.987795,20.536482,0.92,1.508858,1.508858,1.0,0.034893,0.032853,0.234551,0.232108,0.00204,0.002443,-0.199255,0.605195,0.001121,1.508858,1.508858
VideoDPO_open_source,4999,4999,global_step,0.8125,1.280344,-3.913757,6.705578,1.0,0.551547,0.551547,1.0,0.023301,0.020747,0.034398,0.031266,0.002554,0.003132,-0.010518,0.696554,0.001422,0.551547,0.551547
VideoDPO_open_source,5000,5000,global_step,0.882812,4.749081,-5.606133,17.412901,1.0,0.408929,0.408929,1.0,0.004445,0.002674,0.098445,0.09542,0.00177,0.003025,-0.092746,0.796049,0.001199,0.408929,0.408929
VideoDPO_open_source,5001,5001,global_step,0.578125,0.012544,-13.144156,5.590399,1.0,0.568337,0.568337,1.0,0.003112,0.00155,0.014975,0.013009,0.001562,0.001965,-0.011459,0.71473,0.000882,0.568337,0.568337
VideoDPO_open_source,5002,5002,global_step,0.757812,2.331297,-17.487034,15.606657,0.979381,0.128061,0.128061,1.0,0.03024,0.028957,0.022845,0.020281,0.001283,0.002565,0.008677,0.905262,0.000962,0.128061,0.128061
VideoDPO_open_source,5003,5003,global_step,0.679688,0.932706,-16.091988,18.343479,0.896552,2.963262,2.963262,1.0,0.593076,0.591486,0.024592,0.022791,0.00159,0.001802,0.568695,0.528649,0.000848,2.963262,2.963262
VideoDPO_open_source,5004,5004,global_step,0.945312,4.385705,-9.346231,15.415214,0.933884,0.117948,0.117948,1.0,0.016823,0.014804,0.052538,0.049074,0.002019,0.003464,-0.03427,0.90674,0.001371,0.117948,0.117948
VideoDPO_open_source,5005,5005,global_step,0.921875,1.505087,-6.328593,4.277076,1.0,0.388107,0.388107,1.0,0.00761,0.00614,0.014853,0.012775,0.00147,0.002078,-0.006636,0.76868,0.000887,0.388107,0.388107
VideoDPO_open_source,5006,5006,global_step,0.414062,-0.325423,-7.678615,9.421464,1.0,2.133408,2.133408,1.0,0.073391,0.070338,0.035881,0.033328,0.003053,0.002552,0.03701,0.359142,0.001401,2.133408,2.133408
VideoDPO_open_source,5007,5007,global_step,0.609375,0.820478,-6.892756,9.822324,1.0,0.472831,0.472831,1.0,0.005404,0.003386,0.097035,0.094042,0.002018,0.002992,-0.090656,0.757594,0.001253,0.472831,0.472831
VideoDPO_open_source,5008,5008,global_step,0.75,1.025234,-12.323112,11.410713,1.0,0.477216,0.477216,1.0,0.012772,0.010919,0.005613,0.003438,0.001854,0.002175,0.007481,0.672322,0.001007,0.477216,0.477216
VideoDPO_open_source,5009,5009,global_step,0.796875,1.718265,-4.595788,6.479896,1.0,0.083008,0.083008,1.0,0.004011,0.00238,0.022382,0.019493,0.001632,0.002889,-0.017113,0.924402,0.00113,0.083008,0.083008
VideoDPO_open_source,5010,5010,global_step,0.632812,1.378258,-10.834886,13.421346,1.0,0.299257,0.299257,1.0,0.004149,0.002356,0.073078,0.069875,0.001793,0.003202,-0.067519,0.839212,0.001249,0.299257,0.299257
VideoDPO_open_source,5011,5011,global_step,0.492188,-0.456708,-15.440136,18.251314,1.0,1.18646,1.18646,1.0,0.005157,0.003114,0.153415,0.150857,0.002043,0.002559,-0.147743,0.599125,0.00115,1.18646,1.18646
VideoDPO_open_source,5012,5012,global_step,0.875,2.194522,-1.926364,8.721137,1.0,0.279615,0.279615,1.0,0.010117,0.007571,0.020786,0.017494,0.002545,0.003292,-0.009922,0.789831,0.001459,0.279615,0.279615
VideoDPO_open_source,5013,5013,global_step,0.648438,0.632578,-3.920455,4.67076,1.0,1.071746,1.071746,1.0,0.007229,0.005142,0.008219,0.006301,0.002088,0.001917,-0.00116,0.409896,0.001001,1.071746,1.071746
VideoDPO_open_source,5014,5014,global_step,0.679688,2.019394,-5.982164,12.164376,1.0,0.49151,0.49151,1.0,0.091886,0.090752,0.080196,0.07755,0.001134,0.002647,0.013203,0.787702,0.000945,0.49151,0.49151
VideoDPO_open_source,5015,5015,global_step,0.234375,-0.486693,-4.177995,7.233243,1.0,1.059069,1.059069,1.0,0.010795,0.008682,0.018938,0.016801,0.002113,0.002137,-0.008119,0.485888,0.001063,1.059069,1.059069
VideoDPO_open_source,5016,5016,global_step,0.59375,0.167615,-5.326597,6.898111,1.0,0.477762,0.477762,1.0,0.003182,0.00154,0.015556,0.013627,0.001642,0.001928,-0.012088,0.638649,0.000893,0.477762,0.477762
VideoDPO_open_source,5017,5017,global_step,0.515625,0.587841,-12.592487,16.26622,1.0,2.786872,2.786872,1.0,0.076403,0.073424,0.033745,0.031691,0.002979,0.002053,0.041733,0.244,0.001258,2.786872,2.786872
VideoDPO_open_source,5018,5018,global_step,0.742188,7.430993,-1.569707,32.249969,1.0,0.029781,0.029781,1.0,0.171394,0.169742,0.144129,0.136535,0.001652,0.007593,0.033207,0.984818,0.002311,0.029781,0.029781
VideoDPO_open_source,5019,5019,global_step,0.640625,2.460524,-18.204674,26.092083,0.536585,1.564158,1.564158,1.0,0.350999,0.352668,0.253479,0.253377,-0.001669,0.000103,0.099291,0.699563,-0.000391,1.564158,1.564158
VideoDPO_open_source,5020,5020,global_step,0.773438,4.093039,-11.752993,16.778782,0.949495,1.525414,1.525414,1.0,0.205135,0.20402,0.011024,0.00938,0.001115,0.001644,0.194641,0.580104,0.00069,1.525414,1.525414
VideoDPO_open_source,5021,5021,global_step,0.273438,-0.678805,-6.648014,3.159512,1.0,1.140981,1.140981,1.0,0.00772,0.005785,0.004835,0.003163,0.001936,0.001672,0.002621,0.359842,0.000902,1.140981,1.140981
VideoDPO_open_source,5022,5022,global_step,0.585938,0.053486,-6.470422,4.08774,1.0,0.44803,0.44803,1.0,0.014506,0.012968,0.016511,0.01454,0.001538,0.001971,-0.001572,0.711901,0.000877,0.44803,0.44803
VideoDPO_open_source,5023,5023,global_step,0.796875,2.244751,-7.444322,15.307609,0.990196,0.411348,0.411348,1.0,0.012153,0.010875,0.007022,0.005325,0.001278,0.001697,0.00555,0.688967,0.000744,0.411348,0.411348
VideoDPO_open_source,5024,5024,global_step,0.3125,-0.428131,-4.714803,2.921917,1.0,0.956076,0.956076,1.0,0.014752,0.012694,0.007878,0.005904,0.002058,0.001974,0.00679,0.459714,0.001008,0.956076,0.956076
VideoDPO_open_source,5025,5025,global_step,0.671875,0.977976,-16.042366,10.935226,1.0,0.117962,0.117962,1.0,0.009425,0.006773,0.02243,0.018287,0.002652,0.004143,-0.011513,0.902954,0.001699,0.117962,0.117962
VideoDPO_open_source,5026,5026,global_step,0.804688,4.684481,-6.724149,17.412752,0.864078,0.151273,0.151273,1.0,0.166781,0.16764,0.011471,0.008825,-0.00086,0.002646,0.158815,0.957164,0.000447,0.151273,0.151273
VideoDPO_open_source,5027,5027,global_step,0.789062,3.458038,-4.537329,19.738787,1.0,0.526769,0.526769,1.0,0.097238,0.095988,0.034672,0.0322,0.001249,0.002472,0.063788,0.765292,0.00093,0.526769,0.526769
VideoDPO_open_source,5028,5028,global_step,0.84375,5.72886,-6.52656,20.72081,0.972222,0.218313,0.218313,1.0,0.356704,0.356125,0.023577,0.019883,0.000579,0.003694,0.336242,0.884154,0.001068,0.218313,0.218313
VideoDPO_open_source,5029,5029,global_step,0.242188,-2.687257,-15.919157,3.204895,1.0,1.739077,1.739077,1.0,0.025013,0.022055,0.00803,0.00537,0.002958,0.002659,0.016685,0.457915,0.001404,1.739077,1.739077
VideoDPO_open_source,5030,5030,global_step,0.398438,-0.757932,-9.329989,17.69878,0.882353,1.734034,1.734034,1.0,0.237288,0.236013,0.014142,0.012428,0.001274,0.001714,0.223586,0.580075,0.000747,1.734034,1.734034
VideoDPO_open_source,5031,5031,global_step,0.90625,3.734998,-3.812742,18.081852,1.0,0.221859,0.221859,1.0,0.106341,0.104472,0.031333,0.027184,0.001868,0.004149,0.077289,0.893991,0.001504,0.221859,0.221859
VideoDPO_open_source,5032,5032,global_step,0.851562,3.685477,-4.628599,11.216002,1.0,0.732243,0.732243,1.0,0.043993,0.042954,0.020649,0.01914,0.00104,0.001509,0.023813,0.65289,0.000637,0.732243,0.732243
VideoDPO_open_source,5033,5033,global_step,0.484375,-0.464524,-16.924068,12.752563,1.0,2.594831,2.594831,1.0,0.004316,0.002299,0.315311,0.313527,0.002017,0.001784,-0.311227,0.45331,0.00095,2.594831,2.594831
VideoDPO_open_source,5034,5034,global_step,0.539062,0.241811,-3.400636,3.946954,1.0,0.724278,0.724278,1.0,0.00406,0.002201,0.037033,0.034946,0.001859,0.002087,-0.032745,0.59827,0.000987,0.724278,0.724278
VideoDPO_open_source,5035,5035,global_step,0.3125,-0.91426,-8.679703,9.803512,0.975,2.300692,2.300692,1.0,0.043659,0.042091,0.152062,0.1507,0.001568,0.001362,-0.108609,0.40372,0.000732,2.300692,2.300692
VideoDPO_open_source,5036,5036,global_step,0.679688,1.780636,-12.103431,16.017706,1.0,1.196945,1.196945,1.0,0.110783,0.108336,0.027582,0.024698,0.002448,0.002883,0.083637,0.627327,0.001333,1.196945,1.196945
VideoDPO_open_source,5037,5037,global_step,0.835938,2.462218,-4.159268,11.787573,1.0,0.349624,0.349624,1.0,0.027142,0.025632,0.019529,0.017089,0.00151,0.002439,0.008543,0.772445,0.000987,0.349624,0.349624
VideoDPO_open_source,5038,5038,global_step,0.671875,2.536787,-8.241925,18.258905,1.0,1.507454,1.507454,1.0,0.006767,0.005228,0.053834,0.052398,0.001539,0.001436,-0.04717,0.447113,0.000744,1.507454,1.507454
VideoDPO_open_source,5039,5039,global_step,0.875,2.658826,-2.561826,7.855687,1.0,0.038287,0.038287,1.0,0.033344,0.032722,0.008047,0.005607,0.000622,0.00244,0.027115,0.964916,0.000766,0.038287,0.038287
VideoDPO_open_source,5040,5040,global_step,0.742188,0.935761,-12.421124,14.731251,1.0,0.343777,0.343777,1.0,0.006405,0.004618,0.019005,0.016662,0.001786,0.002344,-0.012043,0.747214,0.001032,0.343777,0.343777
VideoDPO_open_source,5041,5041,global_step,0.945312,9.104631,-4.138947,23.138802,0.991736,0.121794,0.121794,1.0,0.265009,0.264144,0.11627,0.111152,0.000865,0.005118,0.152992,0.943903,0.001496,0.121794,0.121794
VideoDPO_open_source,5042,5042,global_step,0.734375,2.705917,-11.957362,11.425726,0.978723,0.415549,0.415549,1.0,0.157348,0.157089,0.016836,0.014722,0.000259,0.002114,0.142367,0.854953,0.000593,0.415549,0.415549
VideoDPO_open_source,5043,5043,global_step,0.898438,7.394345,-6.422363,33.027531,1.0,0.383862,0.383862,1.0,0.013755,0.011537,0.106238,0.102461,0.002217,0.003776,-0.090924,0.834979,0.001498,0.383862,0.383862
VideoDPO_open_source,5044,5044,global_step,0.703125,0.408864,-9.50756,5.754395,1.0,1.269891,1.269891,1.0,0.024145,0.022278,0.010665,0.008787,0.001867,0.001878,0.013491,0.579884,0.000936,1.269891,1.269891
VideoDPO_open_source,5045,5045,global_step,0.765625,3.065587,-5.803928,18.209665,1.0,0.092239,0.092239,1.0,0.076225,0.073818,0.043307,0.038426,0.002407,0.004881,0.035392,0.929059,0.001822,0.092239,0.092239
VideoDPO_open_source,5046,5046,global_step,0.570312,0.726528,-13.622083,14.468506,0.972603,1.836799,1.836799,1.0,0.277645,0.275973,0.049506,0.047194,0.001672,0.002312,0.228779,0.619269,0.000996,1.836799,1.836799
VideoDPO_open_source,5047,5047,global_step,0.320312,-0.921042,-8.766651,6.657122,1.0,2.206216,2.206216,1.0,0.042052,0.03749,0.040885,0.036922,0.004562,0.003963,0.000569,0.306559,0.002131,2.206216,2.206216
VideoDPO_open_source,5048,5048,global_step,0.710938,7.482662,-13.814792,26.99744,0.923077,0.000105,0.000105,1.0,0.094314,0.092217,0.174789,0.166564,0.002097,0.008225,-0.074347,0.999895,0.002581,0.000105,0.000105
VideoDPO_open_source,5049,5049,global_step,0.351562,-1.201807,-11.597071,8.815825,1.0,1.710999,1.710999,1.0,0.035688,0.033294,0.013022,0.011124,0.002394,0.001898,0.02217,0.308686,0.001073,1.710999,1.710999
VideoDPO_open_source,5050,5050,global_step,0.773438,4.573678,-12.38849,20.23954,1.0,0.168868,0.168868,1.0,0.008046,0.005442,0.251134,0.245729,0.002604,0.005405,-0.240287,0.913433,0.002002,0.168868,0.168868
VideoDPO_open_source,5051,5051,global_step,0.429688,-0.498952,-10.062689,8.238908,1.0,1.610113,1.610113,1.0,0.024139,0.022388,0.059855,0.05827,0.001751,0.001585,-0.035882,0.443128,0.000834,1.610113,1.610113
VideoDPO_open_source,5052,5052,global_step,0.421875,-5.486191,-33.279209,7.983297,1.0,13.008976,13.008976,1.0,0.004913,0.002951,0.771603,0.774701,0.001962,-0.003099,-0.77175,0.099546,-0.000284,13.008976,13.008976
VideoDPO_open_source,5053,5053,global_step,0.28125,-1.656612,-14.210083,9.689964,1.0,3.682733,3.682733,1.0,0.0151,0.012947,0.228354,0.22715,0.002153,0.001203,-0.214203,0.311996,0.000839,3.682733,3.682733
VideoDPO_open_source,5054,5054,global_step,0.820312,0.986973,-5.375678,6.446699,1.0,1.007752,1.007752,1.0,0.046443,0.044722,0.003853,0.001947,0.001721,0.001905,0.042775,0.589939,0.000906,1.007752,1.007752
VideoDPO_open_source,5055,5055,global_step,0.640625,0.910535,-1.256811,6.714175,1.0,0.276345,0.276345,1.0,0.008458,0.00625,0.035698,0.032713,0.002208,0.002985,-0.026463,0.792089,0.001298,0.276345,0.276345
VideoDPO_open_source,5056,5056,global_step,0.585938,0.804651,-11.266172,10.454543,0.986667,0.399285,0.399285,1.0,0.112148,0.111052,0.04259,0.040434,0.001096,0.002156,0.070618,0.774775,0.000813,0.399285,0.399285
VideoDPO_open_source,5057,5057,global_step,0.710938,2.557543,-10.041184,13.858881,1.0,0.712108,0.712108,1.0,0.094126,0.091435,0.146643,0.142673,0.002691,0.00397,-0.051237,0.75313,0.001665,0.712108,0.712108
VideoDPO_open_source,5058,5058,global_step,0.289062,-2.109051,-13.948884,6.622942,1.0,3.782403,3.782403,1.0,0.154848,0.151481,0.012596,0.010555,0.003367,0.002041,0.140926,0.190274,0.001352,3.782403,3.782403
VideoDPO_open_source,5059,5059,global_step,0.71875,1.630432,-5.523227,9.430944,1.0,0.438972,0.438972,1.0,0.105641,0.103314,0.046819,0.043475,0.002327,0.003344,0.05984,0.780208,0.001418,0.438972,0.438972
VideoDPO_open_source,5060,5060,global_step,0.609375,0.463991,-4.36787,3.977455,1.0,0.381663,0.381663,1.0,0.002904,0.001141,0.02302,0.020712,0.001763,0.002308,-0.019571,0.735495,0.001018,0.381663,0.381663
VideoDPO_open_source,5061,5061,global_step,0.648438,0.900876,-6.257966,8.151512,1.0,0.86388,0.86388,1.0,0.043888,0.042121,0.056173,0.054055,0.001766,0.002119,-0.011933,0.623484,0.000971,0.86388,0.86388
VideoDPO_open_source,5062,5062,global_step,0.90625,1.981915,-1.641704,10.512043,1.0,0.472379,0.472379,1.0,0.006568,0.004391,0.015962,0.0135,0.002177,0.002462,-0.009109,0.650405,0.00116,0.472379,0.472379
VideoDPO_open_source,5063,5063,global_step,0.671875,5.83767,-9.677783,28.681681,1.0,1.29416,1.29416,1.0,0.011424,0.009094,0.0178,0.015725,0.00233,0.002075,-0.006631,0.403939,0.001101,1.29416,1.29416
VideoDPO_open_source,5064,5064,global_step,0.710938,3.975122,-5.777916,26.035196,0.945055,1.155376,1.155376,1.0,0.040134,0.038441,0.022572,0.020884,0.001692,0.001688,0.017557,0.501262,0.000845,1.155376,1.155376
VideoDPO_open_source,5065,5065,global_step,0.679688,0.096713,-6.820392,5.986262,1.0,1.602143,1.602143,1.0,0.002423,0.001,0.078424,0.077204,0.001423,0.001219,-0.076204,0.433387,0.000661,1.602143,1.602143
VideoDPO_open_source,5066,5066,global_step,0.875,14.088524,-15.56214,45.509933,1.0,2.6e-05,2.6e-05,1.0,0.017821,0.016665,0.294551,0.283275,0.001156,0.011276,-0.266611,0.999974,0.003108,2.6e-05,2.6e-05
VideoDPO_open_source,5067,5067,global_step,0.453125,-0.196495,-6.002523,6.439742,1.0,0.651231,0.651231,1.0,0.067592,0.066074,0.006461,0.004537,0.001518,0.001923,0.061537,0.647806,0.00086,0.651231,0.651231
VideoDPO_open_source,5068,5068,global_step,0.570312,2.887515,-13.684183,23.90027,0.821918,0.90571,0.90571,1.0,0.643823,0.64401,0.007613,0.004832,-0.000187,0.002781,0.639179,0.840619,0.000649,0.90571,0.90571
VideoDPO_open_source,5069,5069,global_step,0.71875,1.22014,-7.375051,7.385071,1.0,0.260089,0.260089,1.0,0.009808,0.008061,0.016169,0.013731,0.001747,0.002438,-0.00567,0.795553,0.001046,0.260089,0.260089
VideoDPO_open_source,5070,5070,global_step,0.8125,1.451458,-2.414612,7.460141,1.0,0.199195,0.199195,1.0,0.006213,0.004367,0.020703,0.017879,0.001847,0.002823,-0.013513,0.836099,0.001167,0.199195,0.199195
VideoDPO_open_source,5071,5071,global_step,0.28125,-1.540075,-10.948218,6.34199,1.0,2.724837,2.724837,1.0,0.046427,0.043265,0.005651,0.003452,0.003162,0.002199,0.039813,0.19404,0.00134,2.724837,2.724837
VideoDPO_open_source,5072,5072,global_step,0.835938,4.836569,-5.420316,22.871532,0.962617,0.631875,0.631875,1.0,0.003162,0.001569,0.057543,0.055382,0.001593,0.002161,-0.053813,0.672632,0.000939,0.631875,0.631875
VideoDPO_open_source,5073,5073,global_step,0.796875,1.686747,-7.731095,12.299232,1.0,0.332433,0.332433,1.0,0.003585,0.00194,0.006464,0.004348,0.001645,0.002115,-0.002408,0.73381,0.00094,0.332433,0.332433
VideoDPO_open_source,5074,5074,global_step,0.734375,1.244377,-16.701221,13.529062,1.0,1.989447,1.989447,1.0,0.006329,0.004472,0.211178,0.209311,0.001857,0.001867,-0.204839,0.510981,0.000931,1.989447,1.989447
VideoDPO_open_source,5075,5075,global_step,0.492188,0.051529,-2.942437,11.86294,0.984127,1.041443,1.041443,1.0,0.01238,0.010247,0.003607,0.001659,0.002133,0.001948,0.008588,0.402788,0.00102,1.041443,1.041443
VideoDPO_open_source,5076,5076,global_step,0.703125,3.377661,-5.471329,12.491056,1.0,0.019568,0.019568,1.0,0.002816,0.000862,0.034164,0.029527,0.001954,0.004637,-0.028666,0.983031,0.001648,0.019568,0.019568
VideoDPO_open_source,5077,5077,global_step,0.445312,0.197082,-7.081628,12.273826,1.0,1.687143,1.687143,1.0,0.038036,0.03577,0.080467,0.078567,0.002267,0.0019,-0.042797,0.384606,0.001042,1.687143,1.687143
VideoDPO_open_source,5078,5078,global_step,0.273438,-0.500724,-6.275549,8.281209,1.0,1.235162,1.235162,1.0,0.069945,0.06829,0.002775,0.001075,0.001655,0.0017,0.067215,0.495603,0.000839,1.235162,1.235162
VideoDPO_open_source,5079,5079,global_step,0.78125,1.474967,-7.935874,8.077277,1.0,0.810926,0.810926,1.0,0.060431,0.059272,0.076953,0.074996,0.001159,0.001958,-0.015724,0.708365,0.000779,0.810926,0.810926
VideoDPO_open_source,5080,5080,global_step,0.515625,0.852503,-6.702812,9.871041,1.0,0.089829,0.089829,1.0,0.014506,0.013063,0.066508,0.063261,0.001444,0.003247,-0.050199,0.928189,0.001173,0.089829,0.089829
VideoDPO_open_source,5081,5081,global_step,0.625,0.723805,-5.368413,6.502112,1.0,0.608257,0.608257,1.0,0.012367,0.010487,0.017774,0.01568,0.00188,0.002094,-0.005193,0.588134,0.000994,0.608257,0.608257
VideoDPO_open_source,5082,5082,global_step,0.617188,0.726331,-5.99267,11.324752,1.0,1.209625,1.209625,1.0,0.003087,0.001309,0.037696,0.036087,0.001778,0.00161,-0.034778,0.448079,0.000847,1.209625,1.209625
VideoDPO_open_source,5083,5083,global_step,0.6875,2.503417,-18.623024,14.118403,1.0,0.291361,0.291361,1.0,0.134833,0.134184,0.027006,0.024225,0.000648,0.002782,0.109959,0.883591,0.000858,0.291361,0.291361
VideoDPO_open_source,5084,5084,global_step,0.703125,2.069114,-16.516409,13.243668,1.0,0.839339,0.839339,1.0,0.012664,0.010382,0.09303,0.090131,0.002282,0.002899,-0.079749,0.689292,0.001295,0.839339,0.839339
VideoDPO_open_source,5085,5085,global_step,0.796875,1.917036,-10.038689,7.828092,1.0,1.514922,1.514922,1.0,0.138404,0.136727,0.002936,0.001134,0.001677,0.001803,0.135593,0.577451,0.00087,1.514922,1.514922
VideoDPO_open_source,5086,5086,global_step,0.601562,1.706529,-13.220943,15.976224,1.0,0.356263,0.356263,1.0,0.02505,0.023154,0.134317,0.130486,0.001896,0.003831,-0.107332,0.840164,0.001432,0.356263,0.356263
VideoDPO_open_source,5087,5087,global_step,0.648438,0.5417,-5.613705,6.515845,1.0,0.713532,0.713532,1.0,0.011132,0.009431,0.027559,0.025648,0.001702,0.001911,-0.016218,0.59596,0.000903,0.713532,0.713532
VideoDPO_open_source,5088,5088,global_step,0.859375,4.843473,-10.450445,15.287493,0.972727,0.699562,0.699562,1.0,0.126565,0.12558,0.049819,0.046954,0.000985,0.002865,0.078626,0.828227,0.000963,0.699562,0.699562
VideoDPO_open_source,5089,5089,global_step,0.765625,1.508429,-6.96566,12.705177,1.0,0.311578,0.311578,1.0,0.006646,0.005202,0.014999,0.012931,0.001445,0.002068,-0.00773,0.767828,0.000878,0.311578,0.311578
